,rated,turns,victory_status,winner,increment_code,white_rating,black_rating,moves,opening_eco,opening_name,opening_ply,EstDur,Event,RatingDiff
17908,True,68,resign,black,10+0,1941,2266,d4 d5 c4 dxc4 Bf4 Nf6 e3 c5 Nf3 Nc6 Bxc4 e6 Nc3 cxd4 Nxd4 Nxd4 Qxd4 Qxd4 exd4 Bb4 a3 Ba5 b4 Bb6 d5 Bd4 Rc1 Bxc3+ Rxc3 Nxd5 Bxd5 exd5 O-O O-O Rd1 Be6 h3 Rfc8 Rdc1 Rc4 Rxc4 dxc4 Kf1 f6 Ke2 Kf7 Kd2 Rd8+ Ke2 Rd3 a4 Rb3 Bd6 Rb2+ Ke3 Ra2 a5 Ke8 g4 Ra3+ Kd4 Rxh3 f4 Rd3+ Ke4 Rxd6 f5 Bf7,D20,Queen's Gambit Accepted,4,600,Rapid,-325
1676,True,141,outoftime,white,10+0,1044,1080,Nf3 f5 e3 d5 Ne5 b5 e4 dxe4 Bxb5+ c6 Bc4 Qd4 Nf7 Qxc4 Nxh8 e3 fxe3 Qh4+ g3 Qg4 Qxg4 fxg4 O-O g5 b3 Bg7 Ng6 Bxa1 Rf8+ Kd7 Ne5+ Ke6 Nxg4 Ba6 Rxg8 Kf5 Nh6+ Kf6 Ng4+ Kf5 Nh6+ Kf6 Rf8+ Kg6 Nf7 Kg7 d3 Kxf8 Nh6 Nd7 e4 Ne5 d4 Nf3+ Kg2 Nxd4 c3 Bxc3 Nxc3 Kg7 Ng4 Be2 h3 Rf8 Bxg5 Rf1 Bf6+ Kg6 Bg5 Kxg5 h4+ Kxg4 a4 Nf3 b4 Nxh4+ Kh2 Rf2+ Kg1 Rg2+ Kh1 Rxg3 Nxe2 Rh3+ Kg1 Kf3 Nd4+ Kxe4 Nxc6 e5 Nxa7 Kf4 b5 Kg3 b6 e4 b7 Rh2 b8=Q+ Kg4 Qb4 Rg2+ Kf1 Kf3 Nc6 e3 a5 e2+ Ke1 Rg1+ Kd2 e1=Q+ Kd3 Qe3+ Kc4 Rc1+ Kb5 Qg5+ Kb6 Qe3+ Kc7 Qf4+ Kb6 Qe3+ Kc7 Qe7+ Kb6 Qe3+ Kc7 Qe7+ Qxe7 Ng6 Qxh7 Nf8 Qh3+ Kf4 a6 Ne6+ Kd6 Ng5 Qa3,A04,Zukertort Opening: Dutch Variation,2,600,Rapid,-36
19019,True,54,resign,black,10+8,1751,1793,c4 c6 d3 d5 cxd5 cxd5 e3 Nf6 Nf3 Nc6 Be2 Bf5 a3 e6 Nc3 Rc8 O-O Bd6 Nb5 Bb8 Bd2 O-O d4 Ne4 Bd3 Nxd2 Qxd2 Bxd3 Qxd3 Na5 a4 a6 Nc3 Nc4 b3 Nd6 h4 Nf5 g3 Qf6 Kg2 Qg6 Qe2 Rxc3 Ne5 Bxe5 dxe5 Rfc8 Rab1 Rc2 h5 Qg5 Qd1 Nxe3+,A11,English Opening: Caro-Kann Defensive System,2,920,Rapid,-42
16643,True,57,resign,white,10+0,2003,1901,e4 e6 d4 d5 Nd2 c5 c3 Nc6 Ngf3 Qb6 e5 cxd4 cxd4 Nxd4 Qa4+ Bd7 Qxd4 Bc5 Qc3 Rc8 Qb3 Bxf2+ Kd1 Qa5 a4 Rxc1+ Kxc1 Ne7 Bb5 Nc6 Rf1 Be3 Kd1 Bxd2 Nxd2 Nxe5 Bxd7+ Nxd7 Qxb7 Nf6 b4 Qd8 Qc6+ Nd7 Qd6 Nb6 Qxd8+ Kxd8 Rxf7 Ke8 Rxa7 Nc4 Nxc4 dxc4 Ra8+ Kf7 Rxh8,C07,French Defense: Tarrasch Variation |  Open System |  Suechting Line,7,600,Rapid,102
7834,True,10,draw,draw,10+15,1414,1159,e4 g6 d4 Bg7 e5 d6 Nf3 Nc6 Bb5 b6,B06,Robatsch (Modern) Defense,4,1200,Rapid,255
15222,True,120,mate,black,10+0,1844,1868,c4 Nf6 Nc3 g6 e4 d6 g3 Bg7 Nge2 O-O Bg2 c5 O-O Nc6 d3 a6 h3 Bd7 f4 Qc8 Kh2 Nh5 g4 Nf6 Ng3 e5 f5 gxf5 exf5 Kh8 g5 Rg8 gxf6 Bxf6 Nd5 Bh4 Nb6 Bxg3+ Kh1 Qd8 Nxa8 Qxa8 f6 Qc8 Bh6 Bxh3 Bg7+ Rxg7 fxg7+ Kxg7 Qf3 Bxg2+ Kxg2 Bf4 Rh1 Nd4 Qh5 h6 Rag1 Bg5 Rf1 Qe6 Rh3 e4 dxe4 Qxe4+ Rhf3 Nxf3 Qxf3 Qc2+ Rf2 Qxc4 Qxb7 Qg4+ Kf1 Qh3+ Qg2 Qxg2+ Rxg2 Kf6 Ke2 Ke5 Kd3 f5 Re2+ Kd5 Re8 c4+ Kc2 Bf6 Ra8 Ke4 Rxa6 Be5 Ra8 f4 Rg8 d5 a4 d4 a5 Ke3 a6 d3+ Kd1 Bd4 Re8+ Kf3 Kd2 Be3+ Kd1 h5 Rxe3+ fxe3 a7 Kf2 a8=Q e2+ Kd2 e1=Q#,A16,English Opening: Anglo-Indian Defense |  Queen's Knight Variation,3,600,Rapid,-24
10223,True,78,resign,white,15+10,1795,1234,d4 d5 c4 c6 e3 Nf6 Nf3 Bf5 Nc3 Na6 a3 e6 Ne5 Bd6 f4 O-O Be2 h6 O-O Bc7 c5 b5 cxb6 axb6 Bxa6 Rxa6 Qe2 b5 Bd2 Bxe5 fxe5 Ng4 Rac1 Qh4 h3 Qg3 hxg4 Bxg4 Qf2 Qxf2+ Rxf2 f5 Rcf1 b4 axb4 Rb6 Na4 Ra6 Nc5 Ra2 Bc3 g6 Nxe6 Rf7 Nf4 Rg7 b5 g5 Ne6 Rb7 bxc6 Rh7 c7 Ra8 Rc2 f4 exf4 Bxe6 f5 Bd7 b4 Rf7 e6 Bxe6 fxe6 Rxc7 Rf5 Ra1+,D12,Slav Defense: Quiet Variation |  Schallopp Defense,8,1300,Rapid,561
17337,True,94,draw,draw,8+0,1744,1717,b3 e5 Bb2 Nc6 e3 d5 Nf3 Bg4 Be2 e4 Ne5 Nxe5 Bxe5 Bxe2 Qxe2 Qe7 Qb5+ c6 Qe2 Qxe5 c3 Nf6 O-O Bd6 f4 Qh5 Qxh5 Nxh5 b4 O-O Na3 a5 Nc2 axb4 cxb4 c5 bxc5 Bxc5 Rfb1 Nxf4 Rxb7 Nd3 Nd4 Bxd4 exd4 Rab8 Rab1 Rxb7 Rxb7 Rc8 h3 f5 a4 h5 a5 Ra8 Rb5 g5 Rxd5 f4 Rxg5+ Kf7 Rxh5 e3 dxe3 fxe3 Rf5+ Kg6 Rf1 Rxa5 Rd1 e2 Rb1 e1=Q+ Rxe1 Nxe1 Kh2 Nc2 d5 Nd4 Kg3 Rxd5 Kf4 Ne6+ Ke4 Rf5 g4 Kg5 gxf5 Ng7 Ke5 Nxf5 h4+ Nxh4,A01,Nimzo-Larsen Attack: Modern Variation #4,5,480,Rapid,27
1302,False,38,mate,black,15+15,1104,1248,c4 b6 d4 Ba6 b3 Nf6 Nc3 e6 Bf4 Bb4 Rc1 Ne4 Bd2 d5 Na4 Bxd2+ Qxd2 Nxd2 Kxd2 Qg5+ e3 dxc4 Rxc4 Bxc4 bxc4 Nc6 Nf3 Qa5+ Kd3 Qxa4 Ke4 f5+ Kf4 g5+ Kxg5 Rg8+ Kf6 Rg6#,A10,English Opening,1,1500,Classical,-144
11177,True,59,resign,white,10+0,1888,1793,e4 d5 exd5 Qxd5 d3 Nf6 Nc3 Qa5 f4 c6 Nf3 Bg4 Be2 e6 Bd2 Qc7 O-O Bd6 h3 Bxf3 Rxf3 O-O Ne4 Nxe4 dxe4 Nd7 e5 Bc5+ Kh1 Rfd8 Bd3 Nf8 Rg3 Bf2 Rg4 Ng6 Qf3 Bc5 h4 Bf8 h5 Nh8 Qe4 g6 hxg6 Nxg6 Qf3 Bg7 f5 exf5 Qxf5 Qxe5 Qf3 Qh5+ Kg1 Ne5 Rxg7+ Kxg7 Qxh5,B01,Scandinavian Defense: Mieses-Kotroc Variation,4,600,Rapid,95
8565,True,95,outoftime,white,10+0,1397,1643,e4 c5 Nf3 Nc6 Nc3 a6 d4 cxd4 Nxd4 e5 Nb3 Nf6 Bg5 Be7 Bc4 b5 Be2 b4 Nd5 Nxe4 Be3 O-O O-O Bh4 g3 Bg5 Bb6 Qe8 Bc5 d6 Be3 Qe6 Nc7 Qh3 Bc4 Bxe3 fxe3 Nxg3 Bxf7+ Kh8 Nxa8 Bg4 Be6 Rxf1+ Qxf1 Nxf1 Rxf1 Bxe6 Rf8+ Bg8 e4 Qg4+ Kf2 Qh4+ Kg2 Qxe4+ Kf2 Qxc2+ Ke3 h6 Nd2 d5 Rf2 d4+ Kf3 Bd5+ Ne4 Qxe4+ Kg3 Ne7 Rf8+ Kh7 Nc7 Nf5+ Rxf5 Qxf5 Nxd5 Qg5+ Kf3 Qd2 a3 Qxb2 axb4 Qb3+ Ke4 d3 Kxe5 d2 Nf6+ gxf6+ Kxf6 d1=Q b5 Qf1+ Ke7,B30,Sicilian Defense: Old Sicilian,4,600,Rapid,-246
3919,True,35,mate,white,10+5,2221,2222,d4 e6 Nf3 d5 Bf4 Nf6 e3 c5 c3 Nc6 Nbd2 Be7 Bd3 O-O O-O h6 Ne5 Bd7 Qf3 Rc8 Qh3 Re8 Ndf3 Bf8 g4 Ne4 g5 hxg5 Nxg5 Nxg5 Bxg5 Qxg5+ Kh1 Nxe5 Qh7#,A40,Horwitz Defense,2,800,Rapid,-1
20054,True,82,mate,black,10+0,1233,1196,d4 d6 Bf4 e5 Bg3 Nf6 e3 exd4 exd4 d5 c3 Bd6 Bd3 O-O Nd2 Re8+ Kf1 Bxg3 hxg3 b6 g4 Ba6 g5 Bxd3+ Ne2 Ne4 Nxe4 Bxe4 Nf4 Qxg5 Nh3 Bxg2+ Kg1 Qg6 Nf4 Qg5 Nxg2 Re6 Qd3 Rh6 Qe2 Nc6 Re1 g6 f4 Rxh1+ Kxh1 Qh6+ Kg1 a5 Qb5 Na7 Re8+ Rxe8 Qxe8+ Kg7 Qe5+ Kg8 Qxc7 Qh5 Qxa7 Qd1+ Kh2 Qa1 Nh4 Qxb2+ Kh3 Qxc3+ Kg4 Qxd4 Qb8+ Kg7 Nf3 Qa1 Kg5 Qxa2 Ne5 Qg2+ Kh4 h5 Nxf7 Qg4#,A41,Queen's Pawn,2,600,Rapid,37
6767,True,29,mate,white,8+0,2035,1492,d4 d5 Nf3 f6 Bf4 Bf5 e3 Nc6 Be2 e6 Nh4 g5 Nxf5 exf5 Bh5+ Kd7 Bg3 f4 exf4 gxf4 Qg4+ Kd6 Qxf4+ Ke6 O-O Bd6 Re1+ Kd7 Qf5#,D02,Queen's Pawn Game: Zukertort Variation,3,480,Rapid,543
7819,True,40,mate,black,10+0,1748,1764,d4 d5 c4 e5 dxe5 d4 Nf3 Nc6 a3 Bg4 Nbd2 Nge7 h3 Bh5 g4 Bg6 Nb3 Be4 Bg2 Bxf3 Bxf3 Nxe5 Bxb7 Rb8 Ba6 d3 O-O N7g6 Be3 Qh4 Kh2 Nxg4+ Kg2 Bd6 exd3 Nxe3+ fxe3 Qg3+ Kh1 Qh2#,D08,Queen's Gambit Refused: Albin Countergambit |  Normal Line,7,600,Rapid,-16
8187,True,27,resign,white,15+0,1932,1948,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 e5 Nb3 d6 f3 Be6 Be3 Be7 Qd2 O-O Be2 a6 O-O b5 Nd5 Bxd5 exd5 Na5 Nxa5,B33,Sicilian Defense: Lasker-Pelikan Variation |  Schlechter Variation,11,900,Rapid,-16
6178,True,47,resign,white,20+5,1643,1611,d4 d5 c4 Nf6 Nc3 c6 Bg5 e6 Nf3 h6 Bh4 Be7 e3 O-O Bd3 c5 O-O Nc6 a3 b6 b4 cxd4 exd4 dxc4 Bxc4 Nxd4 Nxd4 e5 Nf3 Bg4 Qxd8 Rfxd8 Nxe5 a6 Ba2 g5 Bg3 Rac8 Rac1 Rd2 Bxf7+ Kh7 Nxg4 Nxg4 Be6 Rc6 Bxg4,D44,Semi-Slav Defense: Anti-Moscow Gambit,11,1400,Rapid,32
3333,True,47,resign,white,10+0,1632,1541,e4 e5 Nf3 Nc6 Bc4 Bc5 a3 Nf6 Nc3 d6 O-O Bg4 h3 Bh5 Be2 O-O d3 a5 Bg5 h6 Bh4 Bxf3 Bxf3 Nd4 Be2 Nxe2+ Qxe2 Re8 Rfe1 d5 Rad1 dxe4 Nxe4 g5 Bxg5 Bxf2+ Qxf2 Nxe4 Rxe4 Qxg5 Rg4 Qxg4 hxg4 Kg7 Re1 Rf8 Rxe5,C50,Giuoco Piano,6,600,Rapid,91
14038,True,116,mate,black,20+0,1504,1450,e4 e5 Nf3 Nc6 Bb5 Nf6 Nc3 d6 O-O a6 Ba4 b5 Bb3 Be7 d4 exd4 Nxd4 Nxd4 Qxd4 c5 Qd1 Bg4 Qe1 O-O a3 Qb6 Nd5 Nxd5 exd5 Rfe8 Be3 Bg5 Kh1 Bxe3 fxe3 c4 Ba2 Rxe3 Qf2 Bh5 Rae1 Rae8 Re2 Qd4 Rxe3 Qxe3 h3 Qxf2 Rxf2 Re5 Rd2 Bg6 c3 Be4 b3 Bxd5 bxc4 bxc4 Bb1 g6 Bc2 f5 Ba4 Kf7 Kg1 Ke7 Kf2 Bb7 Kg3 Ra5 Re2+ Kd8 Re8+ Kc7 Re7+ Kb6 Bc2 Rxa3 Rxh7 Rxc3+ Kf2 Rxc2+ Kg3 c3 Rg7 Rxg2+ Kh4 c2 Rd7 Rd2 Rg7 c1=Q Rxg6 Rd4+ Kh5 Bf3+ Rg4 Bxg4+ Kg6 Bxh3 Kf7 Qc7+ Kf6 f4 Kg5 f3 Kf6 d5 Kg5 Qf4+ Kh5 Bg4+ Kh4 Bf5+ Kh5 Qh4#,C48,Four Knights Game: Spanish Variation,7,1200,Rapid,54
479,True,71,resign,black,5+5,1493,1678,e4 e6 Bc4 d5 exd5 exd5 Bb3 c5 Ba4+ Nc6 d3 Nf6 Bg5 Be7 Nc3 d4 Ne4 Nxe4 Bxe7 Qxe7 dxe4 Qxe4+ Kf1 O-O Nf3 Qg6 Bxc6 Qxc6 Qd2 Qb5+ Qd3 Qxb2 Re1 Qxa2 Ng5 g6 Qg3 Qxc2 Qh4 h5 g3 b5 Qe4 Qxe4 Nxe4 Bb7 Rg1 Bxe4 Rxe4 Rfe8 Rf4 a5 Kg2 b4 Rc1 Rec8 Rf6 a4 Rb6 b3 Rb5 c4 Rb4 c3 Rd1 c2 Rc1 d3 Rd4 b2 Re1,C00,French Defense #2,2,500,Rapid,-185
1603,True,45,mate,white,10+0,1460,1296,d4 d5 e4 dxe4 Nc3 Nf6 f3 exf3 Nxf3 Nc6 Bd3 e5 dxe5 Ng4 h3 Ngxe5 Nxe5 Nxe5 O-O Nxd3 cxd3 Bc5+ Kh1 Qh4 Qf3 O-O Nd5 Rb8 Nxc7 b6 Bf4 Bb7 Qg3 Qh5 Ne6 fxe6 Bxb8 Rxb8 Qxb8+ Bc8 Qxc8+ Qe8 Qxe8+ Bf8 Qxf8#,D00,Blackmar-Diemer Gambit: Pietrowsky Defense,10,600,Rapid,164
14509,False,42,mate,black,10+0,1640,1914,e4 c5 Nf3 g6 d3 Bg7 d4 cxd4 Nxd4 Nc6 Nf3 Nf6 e5 Ng4 Be3 Nxe3 fxe3 Nxe5 Nxe5 Bxe5 Bc4 O-O O-O Bxb2 Nd2 Bxa1 Qxa1 Qc7 Ne4 Qxc4 Rf4 Qxc2 Ng5 Qd2 Rf3 b6 Ne4 Qd3 Nf2 Qe2 Qe5 Qe1#,B27,Sicilian Defense: Hyperaccelerated Dragon,4,600,Rapid,-274
12436,False,117,outoftime,white,10+0,2522,1802,d4 Nf6 c4 e6 Nc3 d5 e3 Be7 Nf3 O-O Be2 dxc4 Bxc4 b6 O-O Bb7 b3 Nbd7 Bb2 Ne4 Rc1 Nxc3 Bxc3 c5 a4 a6 dxc5 Nxc5 Qd4 Qxd4 Nxd4 Ne4 Bb2 Nd2 Rfd1 Bb4 Bc3 Bxc3 Rxc3 Nxc4 Rxc4 Rac8 Rdc1 Rxc4 Rxc4 Rc8 Rxc8+ Bxc8 Kf1 Bd7 Ke1 Kf8 Kd2 Ke7 Kc3 Kd6 Kc4 e5 Ne2 b5+ Kb4 bxa4 bxa4 Bc6 f3 f5 Nc3 g5 Ka5 Kc5 Kxa6 Kb4 Kb6 Ba8 Nb5 Kxa4 Nd6 e4 fxe4 fxe4 Kc5 Kb3 Kd4 Kc2 Nxe4 h6 g3 Kd1 Nd6 Ke2 Nf7 Kf3 Nxh6 Kg2 h4 gxh4 gxh4 Kh3 Nf5 Kg4 Ke5 Bc6 Ne7 Ba4 Ng6 Kh5 Nf4+ Kxh4 Kd4 Kg4 Nd3 Kf3 Ne5+ Kg3 Nd3 Kg4 Nc5,D35,Queen's Gambit Declined: Normal Defense,6,600,Rapid,720
14273,True,52,mate,black,15+15,1337,1431,d4 f5 e3 Nf6 Bd2 e6 Nh3 Ne4 Bc3 b6 Nd2 Nxc3 bxc3 Bb7 Rb1 g5 f4 g4 Nf2 Qh4 Nc4 g3 h3 gxf2+ Ke2 Ba6 Qd3 d5 Rb4 c5 Rg1 cxb4 g3 Qh5+ Kxf2 Bxc4 Qd1 Qxd1 Kg2 Qd2+ Kf3 Qd1+ Be2 Bxe2+ Kg2 Qd2 Ra1 Rg8 Rb1 Bd3+ Kf3 Be4#,A80,Dutch Defense,2,1500,Classical,-94
4220,True,20,resign,black,10+0,1145,1174,e4 d5 Qf3 Be6 c4 c6 cxd5 cxd5 exd5 Bxd5 Qf4 e5 Qxe5+ Be6 Qf4 Bd6 Bc4 Bxf4 d3 Bxc1,B01,Scandinavian Defense,2,600,Rapid,-29
3732,True,78,mate,black,10+0,1148,1417,d4 d5 c4 c6 cxd5 cxd5 Bf4 Nc6 Qa4 Bd7 Nc3 Nf6 g3 e5 Bg5 Nxd4 Qb3 Nxb3 axb3 Be7 Rd1 Bf5 Nxd5 Nxd5 Bxe7 Qa5+ b4 Qxb4+ Bxb4 Nxb4 Bg2 Nc2+ Kf1 O-O Bxb7 Rad8 Rc1 Nd4 e3 Nb3 Rc3 Rd7 Bc6 Rc7 Ne2 Nd2+ Kg2 Be4+ f3 Bxf3+ Kg1 Rxc6 Nd4 Rxc3 Nxf3 Nxf3+ Kf2 Rb3 Kxf3 Rxb2 Re1 a5 Ra1 Ra8 Ke4 a4 Kxe5 a3 g4 a2 e4 Rb1 Rxb1 axb1=Q g5 Re8+ Kf5 Qxe4#,D10,Slav Defense: Exchange Variation,5,600,Rapid,-269
17524,True,80,resign,black,20+0,1958,1987,d4 f5 e4 fxe4 Qh5+ g6 Qe5 Nf6 Bg5 Nc6 Qf4 Nxd4 Na3 d5 O-O-O Ne6 Qe5 Nxg5 Qxg5 c6 Ne2 Ng4 Qh4 Qb6 Nd4 Bg7 c3 O-O h3 Nxf2 Be2 Bxd4 Rxd4 Nxh1 Qxe7 Bf5 Bg4 Bxg4 hxg4 Rf1+ Rd1 Rxd1+ Kxd1 Nf2+ Ke1 Nd3+ Kd1 Qg1+ Kc2 Qxg2+ Kd1 Qf3+ Kc2 Qe2+ Kb3 Qxb2+ Ka4 Nc5+ Qxc5 Qe2 Qe7 Qd1+ Kb4 a5+ Kc5 Qg1+ Kd6 Qg3+ Kc5 Qxc3+ Kb6 Qb4+ Qxb4 axb4 Nc2 Rxa2 Nxb4 Rb2 Kc5 e3,A82,Dutch Defense: Staunton Gambit Accepted,4,1200,Rapid,-29
12929,True,49,resign,white,10+0,1888,1775,e4 e6 d4 d5 e5 c5 c3 Nc6 Nf3 Bd7 Bd3 f6 O-O f5 Bg5 Be7 Qc1 Bxg5 Nxg5 cxd4 f4 dxc3 Nxc3 Qe7 a3 O-O-O Nb5 Kb8 Qe3 h6 Rac1 hxg5 Rxc6 Bxc6 Qxa7+ Kc8 Qa8+ Kd7 Qa5 Qc5+ Kh1 Ke7 Qc7+ Ke8 Nd6+ Rxd6 exd6 Bd7 Qxc5,C02,French Defense: Advance Variation |  Euwe Variation,10,600,Rapid,113
19490,True,47,resign,black,10+0,1705,1718,d4 e6 Nf3 b6 Bf4 Bb7 e3 d5 Nbd2 Bd6 Ne5 Nd7 Bb5 Nf6 Bg5 c6 Bxf6 gxf6 Bxc6 Bxc6 Nxc6 Qc7 c3 Qxc6 Qf3 f5 c4 Bb4 Rc1 Rc8 a3 Bxd2+ Kxd2 dxc4 Qxc6 Rxc6 Rc3 Ke7 Rhc1 b5 b3 Rhc8 bxc4 bxc4 Rb1 Nb6 Rb4,A40,Horwitz Defense,2,600,Rapid,-13
2496,False,12,mate,black,30+0,1500,1500,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 Nxe4 Nxf7 Qf6 Nxh8 Qxf2#,C57,Italian Game: Two Knights Defense |  Ponziani-Steinitz Gambit,8,1800,Classical,0
5501,True,22,resign,white,10+10,1858,1837,e4 c5 d4 cxd4 c3 dxc3 Nxc3 Nc6 Nf3 d6 Bc4 Bg4 Qb3 Ne5 Nxe5 dxe5 Bxf7+ Kd7 Qxb7+ Qc7 Qxa8 Nf6,B21,Sicilian Defense: Smith-Morra Gambit,5,1000,Rapid,21
1855,True,100,mate,black,15+10,1839,1871,e4 c5 Nc3 d6 Nf3 Nc6 d4 cxd4 Nxd4 a6 Nxc6 bxc6 e5 d5 Bf4 Bb7 Qh5 g6 Qf3 Bg7 Rd1 e6 Ne4 Bf8 Bg5 Qc7 Nf6+ Nxf6 Bxf6 Rg8 Be2 Qa5+ c3 Qxa2 O-O Be7 c4 Rb8 Qd3 Qxc4 Qf3 Qe4 Qxe4 dxe4 Bxe7 Kxe7 b4 Rgd8 f4 exf3 Bxf3 Rxd1 Bxd1 Rd8 Ba4 Rd5 Re1 Rd4 Rc1 Rxb4 Bxc6 Bxc6 Rxc6 Rb1+ Kf2 Ra1 Kg3 Kd7 Rb6 a5 Rb7+ Ke8 Kf4 h6 g4 a4 h4 a3 g5 hxg5+ Kxg5 a2 Rb8+ Ke7 Rb7+ Kf8 Rb8+ Kg7 h5 Rg1+ Kh4 a1=Q h6+ Kh7 Rf8 Qd4+ Kh3 Qg4+ Kh2 Qg3#,B23,Sicilian Defense: Closed Variation,3,1300,Rapid,-32
1288,False,39,resign,white,10+0,1585,1501,d4 d5 c4 dxc4 e3 b5 a4 c6 axb5 cxb5 Qf3 Qc7 Qxa8 Nc6 Nf3 e6 Nc3 Bb4 Bd2 Bxc3 Bxc3 Nge7 Ne5 O-O Nxc6 Nxc6 Ba5 Nxa5 Qf3 Bb7 Qg3 Nb3 Rxa7 Qxg3 hxg3 Bc6 Rc7 Ba8 Be2,D20,Queen's Gambit Accepted: Old Variation,5,600,Rapid,84
18357,True,57,resign,white,10+0,2294,1742,e4 g6 Nf3 Bg7 d4 c5 d5 d6 Nc3 Bg4 Be2 Bxf3 Bxf3 Nd7 O-O Ne5 Be2 a6 a3 b5 Qe1 Nf6 f4 Ned7 Bd2 Qb6 Be3 O-O f5 Ne5 Qh4 h5 fxg6 fxg6 Bf4 Nfd7 Qxe7 Rae8 Qg5 b4 Na4 Qa7 axb4 cxb4+ Be3 Qb7 Rxf8+ Rxf8 Qe7 Rf7 Qxd6 Bf8 Qe6 Kg7 Bd4 Re7 Qxa6,B27,Sicilian Defense: Hyperaccelerated Pterodactyl,6,600,Rapid,552
19411,True,53,resign,white,10+0,1902,1904,e4 e5 Nf3 Nc6 Bc4 Bc5 O-O Nf6 b4 Bb6 b5 Ne7 Nxe5 O-O Nxf7 Rxf7 Bxf7+ Kxf7 e5 Ne8 d4 d6 Re1 Be6 Nc3 d5 a4 a6 Bg5 Qd7 a5 Ba7 Bxe7 Qxe7 Qh5+ Kg8 bxa6 bxa6 Qd1 g6 Ne2 Ng7 Nf4 Bf7 c3 c6 Qa4 c5 Qc6 Re8 Nxd5 Bxd5 Qxd5+,C50,Giuoco Piano,6,600,Rapid,-2
18485,True,91,resign,white,10+10,1851,1716,d4 e6 c4 d6 e4 Be7 Nf3 h6 Nc3 Nf6 Be2 Bd7 Be3 Nc6 O-O Ng4 Bd2 a6 h3 Nf6 Be3 Nh7 d5 Ne5 Bd4 Nxf3+ Bxf3 e5 Be3 Bg5 Qd2 Bxe3 Qxe3 Ng5 Be2 O-O b4 b6 f4 exf4 Qxf4 f6 h4 Nh7 Bd3 g5 hxg5 hxg5 Qh2 Rf7 Rf2 g4 Qh4 Qe7 Raf1 Raf8 Ne2 Qe5 Rb1 Qg5 Qxg5+ Nxg5 Ng3 Kg7 Rbf1 Kg6 e5+ Kh6 exf6 c6 Nf5+ Kh5 Nxd6 cxd5 cxd5 g3 Rf4 Rh7 Bxh7 Nxh7 Ne4 Rg8 R1f3 Bg4 Rxg3 Ng5 Nxg5 Kxg5 Rfxg4+ Kxf6 Rxg8,A40,Horwitz Defense,2,1000,Rapid,135
16328,False,46,resign,white,15+10,1400,1476,Nf3 Nc6 b3 Nf6 Bb2 d5 e3 Bg4 d4 g6 c4 Bg7 Nbd2 O-O h3 Bd7 Bd3 Re8 O-O e5 dxe5 Nxe5 Nxe5 Nh5 f4 Bxe5 fxe5 Bxh3 gxh3 Qg5+ Kf2 Qg3+ Ke2 Qg2+ Rf2 Ng3+ Ke1 Qg1+ Nf1 Nh1 Rf3 Rad8 Rc1 c5 Rc2 Rxe5,A04,Zukertort Opening: Black Mustang Defense,2,1300,Rapid,-76
647,True,38,resign,black,10+0,1983,2313,d4 e6 Bf4 c5 e3 Nf6 Nf3 Nc6 Nbd2 Be7 c3 Nh5 Bg3 O-O Bd3 f5 Ne5 Nxg3 hxg3 cxd4 exd4 Nxe5 dxe5 d6 Nc4 d5 Ne3 Bc5 Qh5 h6 Qg6 Bxe3 fxe3 Qb6 Rxh6 Qxe3+ Be2 Qxh6,A40,Horwitz Defense,2,600,Rapid,-330
18779,True,41,resign,black,15+10,1730,1735,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 Bc5 Nxf7 Bxf2+ Kf1 Qe7 Nxh8 d5 Qf3 dxc4 Qxf2 Be6 Nc3 O-O-O Ng6 hxg6 Kg1 Rf8 Qe3 Nd4 Rb1 Kb8 b3 Nxc2 Qg3 Ng4 Rb2 Qc5+ d4 Qxd4+ Be3 Ncxe3 h3 Nf1+ Rf2,C57,Italian Game: Two Knights Defense |  Traxler Counterattack |  Knight Sacrifice Line,9,1300,Rapid,-5
3634,True,84,mate,black,10+0,1576,2023,e4 e5 Nf3 Nc6 Nc3 Nf6 d3 d6 Be3 Be7 d4 exd4 Nxd4 Bd7 Bb5 a6 Nxc6 Bxc6 Bxc6+ bxc6 O-O O-O Qf3 Qd7 Rad1 Qg4 h3 Qxf3 gxf3 Rab8 b3 Rfd8 Rd3 d5 Rfd1 Bb4 Bf4 Rbc8 Na4 Bd6 Bxd6 cxd6 Nb6 Rb8 Na4 Nh5 exd5 Nf4 R3d2 Nxd5 c4 Nf4 Rxd6 Rxd6 Rxd6 Nxh3+ Kg2 Nf4+ Kg3 Ne2+ Kg2 g5 Nc5 Nf4+ Kf1 Re8 Nd3 Nxd3 Rxd3 Re6 Kg2 Kf8 Kg3 Ke7 f4 h6 f5 Rd6 Re3+ Kf6 Kg4 Rd4+ Kh5 Rh4#,C46,Four Knights Game,6,600,Rapid,-447
19152,True,24,resign,black,15+15,1828,2035,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 b5 Bb3 Nf6 O-O Be7 Re1 O-O c3 d6 h3 Bb7 d4 exd4 cxd4 Nd7 Nc3 Re8,C92,Ruy Lopez: Closed Variations |  Flohr System,18,1500,Classical,-207
